TRACE-A	FREQ-A	TRACE-B	FREQ-B	TRACE-C	FREQ-C
-81.579	8916.363637	-82.641	8916.363637	-79.523	8916.363637
-81.569	8920.000001	-82.904	8920.000001	-79.873	8920.000001
-82.064	8923.636364	-82.472	8923.636364	-79.969	8923.636364
-81.87	8927.272728	-82.422	8927.272728	-79.79	8927.272728
-82.392	8930.909091	-83.354	8930.909091	-80.379	8930.909091
-82.279	8934.545455	-83.515	8934.545455	-80.798	8934.545455
-82.493	8938.181819	-83.662	8938.181819	-81.217	8938.181819
-83.131	8941.818182	-84.477	8941.818182	-81.668	8941.818182
-83.973	8945.454546	-85.045	8945.454546	-81.84	8945.454546
-84.763	8949.09091	-84.724	8949.09091	-82.713	8949.09091
-84.9	8952.727273	-85.534	8952.727273	-82.881	8952.727273
-85.56	8956.363637	-86.112	8956.363637	-83.384	8956.363637
-85.829	8960.000001	-86.586	8960.000001	-84.221	8960.000001
-85.853	8963.636364	-86.109	8963.636364	-84.238	8963.636364
-85.954	8967.272728	-86.915	8967.272728	-84.352	8967.272728
-86.503	8970.909091	-87.343	8970.909091	-85.035	8970.909091
-86.481	8974.545455	-87.909	8974.545455	-85.293	8974.545455
-86.715	8978.181819	-88.097	8978.181819	-85.696	8978.181819
-86.911	8981.818182	-88.113	8981.818182	-85.966	8981.818182
-87.846	8985.454546	-88.371	8985.454546	-86.205	8985.454546
-87.621	8989.09091	-88.321	8989.09091	-86.798	8989.09091
-88.152	8992.727273	-88.144	8992.727273	-86.556	8992.727273
-88.679	8996.363637	-88.634	8996.363637	-86.774	8996.363637
-88.429	9000.000001	-89.2	9000.000001	-87.182	9000.000001
-89.376	9003.636364	-88.412	9003.636364	-87.304	9003.636364
-89.076	9007.272728	-89.407	9007.272728	-87.767	9007.272728
-89.098	9010.909091	-89.717	9010.909091	-87.965	9010.909091
-89.984	9014.545455	-90.177	9014.545455	-89.17	9014.545455
-89.843	9018.181819	-89.948	9018.181819	-88.664	9018.181819
-89.429	9021.818182	-90.259	9021.818182	-88.845	9021.818182
-90.007	9025.454546	-90.399	9025.454546	-90.158	9025.454546
-90.092	9029.09091	-90.168	9029.09091	-89.615	9029.09091
-90.24	9032.727273	-90.608	9032.727273	-89.484	9032.727273
-90.291	9036.363637	-90.878	9036.363637	-90.285	9036.363637
-90.411	9040.000001	-90.455	9040.000001	-89.758	9040.000001
-90.487	9043.636364	-90.001	9043.636364	-89.57	9043.636364
-90.228	9047.272728	-90.797	9047.272728	-90.058	9047.272728
-90.982	9050.909091	-90.522	9050.909091	-90.468	9050.909091
-90.694	9054.545455	-91.114	9054.545455	-89.908	9054.545455
-90.587	9058.181819	-90.407	9058.181819	-90.759	9058.181819
-90.149	9061.818182	-90.194	9061.818182	-90.027	9061.818182
-90.259	9065.454546	-90.626	9065.454546	-90.149	9065.454546
-90.491	9069.09091	-91.618	9069.09091	-90.171	9069.09091
-90.682	9072.727273	-90.226	9072.727273	-90.112	9072.727273
-90.665	9076.363637	-91.456	9076.363637	-90.432	9076.363637
-90.206	9080.000001	-90.661	9080.000001	-90.278	9080.000001
-90.705	9083.636364	-90.924	9083.636364	-91.296	9083.636364
-91.286	9087.272728	-90.979	9087.272728	-90.9	9087.272728
-90.841	9090.909091	-90.776	9090.909091	-90.198	9090.909091
-91.12	9094.545455	-90.999	9094.545455	-89.784	9094.545455
-90.796	9098.181819	-90.643	9098.181819	-90.323	9098.181819
-91.58	9101.818182	-90.866	9101.818182	-90.703	9101.818182
-90.809	9105.454546	-90.735	9105.454546	-90.603	9105.454546
-90.437	9109.09091	-91.183	9109.09091	-90.877	9109.09091
-90.143	9112.727273	-90.802	9112.727273	-90.442	9112.727273
-89.539	9116.363637	-90.626	9116.363637	-91.206	9116.363637
-90.485	9120.000001	-90.94	9120.000001	-90.912	9120.000001
-90.865	9123.636364	-90.951	9123.636364	-91.065	9123.636364
-90.766	9127.272728	-90.32	9127.272728	-90.204	9127.272728
-90.107	9130.909091	-90.718	9130.909091	-90.882	9130.909091
-90.353	9134.545455	-90.549	9134.545455	-90.614	9134.545455
-90.464	9138.181819	-90.737	9138.181819	-90.38	9138.181819
-90.635	9141.818182	-90.43	9141.818182	-90.318	9141.818182
-90.495	9145.454546	-90.269	9145.454546	-90.275	9145.454546
-90.79	9149.09091	-90.105	9149.09091	-90.732	9149.09091
-90.156	9152.727273	-90.572	9152.727273	-90.257	9152.727273
-90.244	9156.363637	-90.28	9156.363637	-90.916	9156.363637
-90.209	9160.000001	-90.677	9160.000001	-90.406	9160.000001
-90.624	9163.636364	-90.965	9163.636364	-90.121	9163.636364
-89.99	9167.272728	-90.213	9167.272728	-90.745	9167.272728
-90.059	9170.909091	-90.911	9170.909091	-90.151	9170.909091
-90.281	9174.545455	-90.196	9174.545455	-90.712	9174.545455
-90.298	9178.181819	-89.766	9178.181819	-90.611	9178.181819
-89.93	9181.818182	-89.827	9181.818182	-90.908	9181.818182
-90.136	9185.454546	-90.648	9185.454546	-91.238	9185.454546
-89.97	9189.09091	-90.145	9189.09091	-90.695	9189.09091
-90.351	9192.727273	-90.116	9192.727273	-90.455	9192.727273
-90.276	9196.363637	-90.315	9196.363637	-90.193	9196.363637
-90.461	9200.000001	-89.774	9200.000001	-90.122	9200.000001
-87.867	9203.636364	-88.155	9203.636364	-88.002	9203.636364
-88.041	9207.272728	-88.271	9207.272728	-87.869	9207.272728
-87.373	9210.909091	-88.029	9210.909091	-87.845	9210.909091
-87.748	9214.545455	-87.848	9214.545455	-87.768	9214.545455
-87.601	9218.181819	-87.561	9218.181819	-87.335	9218.181819
-87.763	9221.818182	-87.936	9221.818182	-87.593	9221.818182
-87.898	9225.454546	-87.406	9225.454546	-87.506	9225.454546
-87.829	9229.09091	-88.032	9229.09091	-87.168	9229.09091
-87.591	9232.727273	-87.475	9232.727273	-87.478	9232.727273
-87.571	9236.363637	-87.886	9236.363637	-87.377	9236.363637
-87.337	9240.000001	-87.629	9240.000001	-87.782	9240.000001
-87.57	9243.636364	-87.728	9243.636364	-88.09	9243.636364
-87.436	9247.272728	-88.116	9247.272728	-87.409	9247.272728
-86.681	9250.909091	-86.892	9250.909091	-88.172	9250.909091
-86.65	9254.545455	-87.411	9254.545455	-86.618	9254.545455
-87.305	9258.181819	-87.446	9258.181819	-87.221	9258.181819
-87.761	9261.818182	-87.648	9261.818182	-87.563	9261.818182
-87.167	9265.454546	-87.73	9265.454546	-87.266	9265.454546
-87.085	9269.09091	-86.994	9269.09091	-87.255	9269.09091
-87.601	9272.727273	-87.952	9272.727273	-86.722	9272.727273
-86.813	9276.363637	-87.239	9276.363637	-87.088	9276.363637
-87.164	9280.000001	-88.006	9280.000001	-87.352	9280.000001
-87.217	9283.636364	-87.66	9283.636364	-88.011	9283.636364
-87.612	9287.272728	-87.8	9287.272728	-87.178	9287.272728
-87.213	9290.909091	-87.392	9290.909091	-87.638	9290.909091
-87	9294.545455	-87.034	9294.545455	-87.563	9294.545455
-87.246	9298.181819	-87.588	9298.181819	-87.407	9298.181819
-87.483	9301.818182	-87.95	9301.818182	-87.317	9301.818182
-86.878	9305.454546	-87.17	9305.454546	-86.982	9305.454546
-87.483	9309.09091	-87.467	9309.09091	-87.085	9309.09091
-87.165	9312.727273	-87.611	9312.727273	-87.591	9312.727273
-86.89	9316.363637	-87.329	9316.363637	-87.439	9316.363637
-86.965	9320.000001	-86.659	9320.000001	-87.007	9320.000001
-87.724	9323.636364	-87.423	9323.636364	-87.199	9323.636364
-87.376	9327.272728	-87.686	9327.272728	-87.103	9327.272728
-86.806	9330.909091	-86.665	9330.909091	-87.145	9330.909091
-87.13	9334.545455	-86.939	9334.545455	-87.259	9334.545455
-86.844	9338.181819	-87.852	9338.181819	-87.008	9338.181819
-87.031	9341.818182	-86.961	9341.818182	-86.85	9341.818182
-87.208	9345.454546	-86.551	9345.454546	-86.99	9345.454546
-86.586	9349.09091	-87.382	9349.09091	-87.112	9349.09091
-87.443	9352.727273	-87.172	9352.727273	-87.255	9352.727273
-86.923	9356.363637	-87.199	9356.363637	-87.256	9356.363637
-86.788	9360.000001	-87.166	9360.000001	-86.951	9360.000001
-86.835	9363.636364	-87.136	9363.636364	-86.852	9363.636364
-86.846	9367.272728	-87.522	9367.272728	-86.721	9367.272728
-86.954	9370.909091	-86.764	9370.909091	-87.077	9370.909091
-86.976	9374.545455	-86.945	9374.545455	-87.001	9374.545455
-86.63	9378.181819	-86.846	9378.181819	-86.634	9378.181819
-85.941	9381.818182	-86.687	9381.818182	-86.269	9381.818182
-86.73	9385.454546	-86.447	9385.454546	-87.016	9385.454546
-86.938	9389.09091	-85.891	9389.09091	-86.412	9389.09091
-86.203	9392.727273	-86.246	9392.727273	-86.061	9392.727273
-85.639	9396.363637	-86.108	9396.363637	-86.443	9396.363637
-85.86	9400.000001	-86.28	9400.000001	-86.115	9400.000001
